S,2000,Vol;0.2
S,2000,Forecast;0;-5;-2500
S,2000,Risk;-200;200;-4;0;-2000;0
T,2000,ILL1~RAND-E,100000,100.0,100000,100.01
T,2000,ILL1~RAND-20140527-80C,100000,19.68,100000,20.91
T,2000,ILL1~RAND-20140527-90C,100000,10.36,100000,11.04
T,2000,ILL1~RAND-20140527-100C,100000,4.52,100000,4.79
T,2000,ILL1~RAND-20140527-110C,100000,1.06,100000,1.15
T,2000,ILL1~RAND-20140527-120C,100000,0.17,100000,0.21
T,2000,ILL1~RAND-20140627-80C,100000,20.5,100000,21.74
T,2000,ILL1~RAND-20140627-90C,100000,11.14,100000,11.85
T,2000,ILL1~RAND-20140627-100C,100000,4.83,100000,5.14
T,2000,ILL1~RAND-20140627-110C,100000,1.44,100000,1.56
T,2000,ILL1~RAND-20140627-120C,100000,0.35,100000,0.4
T,2000,ILL2~RAND-E,100000,100.0,100000,100.01
T,2000,ILL2~RAND-20140527-80C,100000,19.68,100000,20.91
T,2000,ILL2~RAND-20140527-90C,100000,10.36,100000,11.04
T,2000,ILL2~RAND-20140527-100C,100000,4.52,100000,4.79
T,2000,ILL2~RAND-20140527-110C,100000,1.06,100000,1.15
T,2000,ILL2~RAND-20140527-120C,100000,0.17,100000,0.21
T,2000,ILL2~RAND-20140627-80C,100000,20.5,100000,21.74
T,2000,ILL2~RAND-20140627-90C,100000,11.14,100000,11.85
T,2000,ILL2~RAND-20140627-100C,100000,4.83,100000,5.14
T,2000,ILL2~RAND-20140627-110C,100000,1.44,100000,1.56
T,2000,ILL2~RAND-20140627-120C,100000,0.35,100000,0.4
T,2000,CMU1~RAND-E,100000,100.0,100000,100.01
T,2000,CMU1~RAND-20140527-80C,100000,19.68,100000,20.91
T,2000,CMU1~RAND-20140527-90C,100000,10.36,100000,11.04
T,2000,CMU1~RAND-20140527-100C,100000,4.52,100000,4.79
T,2000,CMU1~RAND-20140527-110C,100000,1.06,100000,1.15
T,2000,CMU1~RAND-20140527-120C,100000,0.17,100000,0.21
T,2000,CMU1~RAND-20140627-80C,100000,20.5,100000,21.74
T,2000,CMU1~RAND-20140627-90C,100000,11.14,100000,11.85
T,2000,CMU1~RAND-20140627-100C,100000,4.83,100000,5.14
T,2000,CMU1~RAND-20140627-110C,100000,1.44,100000,1.56
T,2000,CMU1~RAND-20140627-120C,100000,0.35,100000,0.4
T,2000,CMU2~RAND-E,100000,100.0,100000,100.01
T,2000,CMU2~RAND-20140527-80C,100000,19.68,100000,20.91
T,2000,CMU2~RAND-20140527-90C,100000,10.36,100000,11.04
T,2000,CMU2~RAND-20140527-100C,100000,4.52,100000,4.79
T,2000,CMU2~RAND-20140527-110C,100000,1.06,100000,1.15
T,2000,CMU2~RAND-20140527-120C,100000,0.17,100000,0.21
T,2000,CMU2~RAND-20140627-80C,100000,20.5,100000,21.74
T,2000,CMU2~RAND-20140627-90C,100000,11.14,100000,11.85
T,2000,CMU2~RAND-20140627-100C,100000,4.83,100000,5.14
T,2000,CMU2~RAND-20140627-110C,100000,1.44,100000,1.56
T,2000,CMU2~RAND-20140627-120C,100000,0.35,100000,0.4
T,2000,CMU3~RAND-E,100000,100.0,100000,100.01
T,2000,CMU3~RAND-20140527-80C,100000,19.68,100000,20.91
T,2000,CMU3~RAND-20140527-90C,100000,10.36,100000,11.04
T,2000,CMU3~RAND-20140527-100C,100000,4.52,100000,4.79
T,2000,CMU3~RAND-20140527-110C,100000,1.06,100000,1.15
T,2000,CMU3~RAND-20140527-120C,100000,0.17,100000,0.21
T,2000,CMU3~RAND-20140627-80C,100000,20.5,100000,21.74
T,2000,CMU3~RAND-20140627-90C,100000,11.14,100000,11.85
T,2000,CMU3~RAND-20140627-100C,100000,4.83,100000,5.14
T,2000,CMU3~RAND-20140627-110C,100000,1.44,100000,1.56
T,2000,CMU3~RAND-20140627-120C,100000,0.35,100000,0.4
T,2000,BAR1~RAND-E,100000,100.0,100000,100.01
T,2000,BAR1~RAND-20140527-80C,100000,19.68,100000,20.91
T,2000,BAR1~RAND-20140527-90C,100000,10.36,100000,11.04
T,2000,BAR1~RAND-20140527-100C,100000,4.52,100000,4.79
T,2000,BAR1~RAND-20140527-110C,100000,1.06,100000,1.15
T,2000,BAR1~RAND-20140527-120C,100000,0.17,100000,0.21
T,2000,BAR1~RAND-20140627-80C,100000,20.5,100000,21.74
T,2000,BAR1~RAND-20140627-90C,100000,11.14,100000,11.85
T,2000,BAR1~RAND-20140627-100C,100000,4.83,100000,5.14
T,2000,BAR1~RAND-20140627-110C,100000,1.44,100000,1.56
T,2000,BAR1~RAND-20140627-120C,100000,0.35,100000,0.4
T,2000,WAT1~RAND-E,100000,100.0,100000,100.01
T,2000,WAT1~RAND-20140527-80C,100000,19.68,100000,20.91
T,2000,WAT1~RAND-20140527-90C,100000,10.36,100000,11.04
T,2000,WAT1~RAND-20140527-100C,100000,4.52,100000,4.79
T,2000,WAT1~RAND-20140527-110C,100000,1.06,100000,1.15
T,2000,WAT1~RAND-20140527-120C,100000,0.17,100000,0.21
T,2000,WAT1~RAND-20140627-80C,100000,20.5,100000,21.74
T,2000,WAT1~RAND-20140627-90C,100000,11.14,100000,11.85
T,2000,WAT1~RAND-20140627-100C,100000,4.83,100000,5.14
T,2000,WAT1~RAND-20140627-110C,100000,1.44,100000,1.56
T,2000,WAT1~RAND-20140627-120C,100000,0.35,100000,0.4
T,2000,RHU1~RAND-E,100000,100.0,100000,100.01
T,2000,RHU1~RAND-20140527-80C,100000,19.68,100000,20.91
T,2000,RHU1~RAND-20140527-90C,100000,10.36,100000,11.04
T,2000,RHU1~RAND-20140527-100C,100000,4.52,100000,4.79
T,2000,RHU1~RAND-20140527-110C,100000,1.06,100000,1.15
T,2000,RHU1~RAND-20140527-120C,100000,0.17,100000,0.21
T,2000,RHU1~RAND-20140627-80C,100000,20.5,100000,21.74
T,2000,RHU1~RAND-20140627-90C,100000,11.14,100000,11.85
T,2000,RHU1~RAND-20140627-100C,100000,4.83,100000,5.14
T,2000,RHU1~RAND-20140627-110C,100000,1.44,100000,1.56
T,2000,RHU1~RAND-20140627-120C,100000,0.35,100000,0.4
T,2000,MIC1~RAND-E,100000,100.0,100000,100.01
T,2000,MIC1~RAND-20140527-80C,100000,19.68,100000,20.91
T,2000,MIC1~RAND-20140527-90C,100000,10.36,100000,11.04
T,2000,MIC1~RAND-20140527-100C,100000,4.52,100000,4.79
T,2000,MIC1~RAND-20140527-110C,100000,1.06,100000,1.15
T,2000,MIC1~RAND-20140527-120C,100000,0.17,100000,0.21
T,2000,MIC1~RAND-20140627-80C,100000,20.5,100000,21.74
T,2000,MIC1~RAND-20140627-90C,100000,11.14,100000,11.85
T,2000,MIC1~RAND-20140627-100C,100000,4.83,100000,5.14
T,2000,MIC1~RAND-20140627-110C,100000,1.44,100000,1.56
T,2000,MIC1~RAND-20140627-120C,100000,0.35,100000,0.4
T,2000,MIC2~RAND-E,100000,100.0,100000,100.01
T,2000,MIC2~RAND-20140527-80C,100000,19.68,100000,20.91
T,2000,MIC2~RAND-20140527-90C,100000,10.36,100000,11.04
T,2000,MIC2~RAND-20140527-100C,100000,4.52,100000,4.79
T,2000,MIC2~RAND-20140527-110C,100000,1.06,100000,1.15
T,2000,MIC2~RAND-20140527-120C,100000,0.17,100000,0.21
T,2000,MIC2~RAND-20140627-80C,100000,20.5,100000,21.74
T,2000,MIC2~RAND-20140627-90C,100000,11.14,100000,11.85
T,2000,MIC2~RAND-20140627-100C,100000,4.83,100000,5.14
T,2000,MIC2~RAND-20140627-110C,100000,1.44,100000,1.56
T,2000,MIC2~RAND-20140627-120C,100000,0.35,100000,0.4
T,2000,MIT1~RAND-E,100000,100.0,100000,100.01
T,2000,MIT1~RAND-20140527-80C,100000,19.68,100000,20.91
T,2000,MIT1~RAND-20140527-90C,100000,10.36,100000,11.04
T,2000,MIT1~RAND-20140527-100C,100000,4.52,100000,4.79
T,2000,MIT1~RAND-20140527-110C,100000,1.06,100000,1.15
T,2000,MIT1~RAND-20140527-120C,100000,0.17,100000,0.21
T,2000,MIT1~RAND-20140627-80C,100000,20.5,100000,21.74
T,2000,MIT1~RAND-20140627-90C,100000,11.14,100000,11.85
T,2000,MIT1~RAND-20140627-100C,100000,4.83,100000,5.14
T,2000,MIT1~RAND-20140627-110C,100000,1.44,100000,1.56
T,2000,MIT1~RAND-20140627-120C,100000,0.35,100000,0.4
T,2000,MIT2~RAND-E,100000,100.0,100000,100.01
T,2000,MIT2~RAND-20140527-80C,100000,19.68,100000,20.91
T,2000,MIT2~RAND-20140527-90C,100000,10.36,100000,11.04
T,2000,MIT2~RAND-20140527-100C,100000,4.52,100000,4.79
T,2000,MIT2~RAND-20140527-110C,100000,1.06,100000,1.15
T,2000,MIT2~RAND-20140527-120C,100000,0.17,100000,0.21
T,2000,MIT2~RAND-20140627-80C,100000,20.5,100000,21.74
T,2000,MIT2~RAND-20140627-90C,100000,11.14,100000,11.85
T,2000,MIT2~RAND-20140627-100C,100000,4.83,100000,5.14
T,2000,MIT2~RAND-20140627-110C,100000,1.44,100000,1.56
T,2000,MIT2~RAND-20140627-120C,100000,0.35,100000,0.4
T,2000,MIT3~RAND-E,100000,100.0,100000,100.01
T,2000,MIT3~RAND-20140527-80C,100000,19.68,100000,20.91
T,2000,MIT3~RAND-20140527-90C,100000,10.36,100000,11.04
T,2000,MIT3~RAND-20140527-100C,100000,4.52,100000,4.79
T,2000,MIT3~RAND-20140527-110C,100000,1.06,100000,1.15
T,2000,MIT3~RAND-20140527-120C,100000,0.17,100000,0.21
T,2000,MIT3~RAND-20140627-80C,100000,20.5,100000,21.74
T,2000,MIT3~RAND-20140627-90C,100000,11.14,100000,11.85
T,2000,MIT3~RAND-20140627-100C,100000,4.83,100000,5.14
T,2000,MIT3~RAND-20140627-110C,100000,1.44,100000,1.56
T,2000,MIT3~RAND-20140627-120C,100000,0.35,100000,0.4
T,2000,DAR1~RAND-E,100000,100.0,100000,100.01
T,2000,DAR1~RAND-20140527-80C,100000,19.68,100000,20.91
T,2000,DAR1~RAND-20140527-90C,100000,10.36,100000,11.04
T,2000,DAR1~RAND-20140527-100C,100000,4.52,100000,4.79
T,2000,DAR1~RAND-20140527-110C,100000,1.06,100000,1.15
T,2000,DAR1~RAND-20140527-120C,100000,0.17,100000,0.21
T,2000,DAR1~RAND-20140627-80C,100000,20.5,100000,21.74
T,2000,DAR1~RAND-20140627-90C,100000,11.14,100000,11.85
T,2000,DAR1~RAND-20140627-100C,100000,4.83,100000,5.14
T,2000,DAR1~RAND-20140627-110C,100000,1.44,100000,1.56
T,2000,DAR1~RAND-20140627-120C,100000,0.35,100000,0.4
T,2000,CHI1~RAND-E,100000,100.0,100000,100.01
T,2000,CHI1~RAND-20140527-80C,100000,19.68,100000,20.91
T,2000,CHI1~RAND-20140527-90C,100000,10.36,100000,11.04
T,2000,CHI1~RAND-20140527-100C,100000,4.52,100000,4.79
T,2000,CHI1~RAND-20140527-110C,100000,1.06,100000,1.15
T,2000,CHI1~RAND-20140527-120C,100000,0.17,100000,0.21
T,2000,CHI1~RAND-20140627-80C,100000,20.5,100000,21.74
T,2000,CHI1~RAND-20140627-90C,100000,11.14,100000,11.85
T,2000,CHI1~RAND-20140627-100C,100000,4.83,100000,5.14
T,2000,CHI1~RAND-20140627-110C,100000,1.44,100000,1.56
T,2000,CHI1~RAND-20140627-120C,100000,0.35,100000,0.4
T,2000,CHI2~RAND-E,100000,100.0,100000,100.01
