S,2000,Vol Update,0.2
S,2000,Forecast,0,-5,-2500
S,2000,RiskAdmin,-200,200,-4,0,-2000,0
T,2000,COLD~CHI1,100000,100.0,100000,100.0
T,2000,op1~CHI1,100000,20.93,100000,22.17
T,2000,op2~CHI1,100000,10.79,100000,11.47
T,2000,op3~CHI1,100000,4.24,100000,4.51
T,2000,op4~CHI1,100000,1.13,100000,1.22
T,2000,op5~CHI1,100000,0.18,100000,0.22
T,2000,op6~CHI1,100000,19.69,100000,20.94
T,2000,op7~CHI1,100000,11.04,100000,11.74
T,2000,op8~CHI1,100000,4.68,100000,4.99
T,2000,op9~CHI1,100000,1.49,100000,1.6
T,2000,op10~CHI1,100000,0.35,100000,0.39
S,4000,Vol Update,0.1972973
T,4000,COLD~CHI1,100000,99.45,100000,99.45
T,4000,op1~CHI1,100000,18.38,100000,19.58
T,4000,op2~CHI1,100000,9.87,100000,10.52
T,4000,op3~CHI1,100000,3.83,100000,4.09
T,4000,op4~CHI1,100000,0.9,100000,0.98
T,4000,op5~CHI1,100000,0.13,100000,0.16
T,4000,op6~CHI1,100000,19.41,100000,20.62
T,4000,op7~CHI1,100000,10.51,100000,11.19
T,4000,op8~CHI1,100000,4.23,100000,4.52
T,4000,op9~CHI1,100000,1.35,100000,1.45
T,4000,op10~CHI1,100000,0.28,100000,0.32
S,6000,Vol Update,0.1945946
T,6000,COLD~CHI1,100000,98.68,100000,98.68
T,6000,op1~CHI1,100000,19.22,100000,20.37
T,6000,op2~CHI1,100000,9.41,100000,10.01
T,6000,op3~CHI1,100000,3.41,100000,3.64
T,6000,op4~CHI1,100000,0.74,100000,0.81
T,6000,op5~CHI1,100000,0.1,100000,0.13
T,6000,op6~CHI1,100000,18.28,100000,19.45
T,6000,op7~CHI1,100000,10.21,100000,10.85
T,6000,op8~CHI1,100000,3.94,100000,4.21
T,6000,op9~CHI1,100000,1.12,100000,1.21
T,6000,op10~CHI1,100000,0.23,100000,0.26
S,8000,Vol Update,0.1918919
T,8000,COLD~CHI1,100000,98.37,100000,98.37
T,8000,op1~CHI1,100000,18.7,100000,19.84
T,8000,op2~CHI1,100000,10.03,100000,10.62
T,8000,op3~CHI1,100000,2.93,100000,3.14
T,8000,op4~CHI1,100000,0.7,100000,0.76
T,8000,op5~CHI1,100000,0.08,100000,0.11
T,8000,op6~CHI1,100000,18.37,100000,19.51
T,8000,op7~CHI1,100000,9.18,100000,9.8
T,8000,op8~CHI1,100000,3.94,100000,4.19
T,8000,op9~CHI1,100000,0.97,100000,1.06
T,8000,op10~CHI1,100000,0.2,100000,0.23
S,10000,Vol Update,0.1891892
T,10000,COLD~CHI1,100000,97.69,100000,97.69
T,10000,op1~CHI1,100000,17.34,100000,18.44
T,10000,op2~CHI1,100000,8.74,100000,9.3
T,10000,op3~CHI1,100000,2.73,100000,2.93
T,10000,op4~CHI1,100000,0.52,100000,0.57
T,10000,op5~CHI1,100000,0.06,100000,0.08
T,10000,op6~CHI1,100000,17.87,100000,18.97
T,10000,op7~CHI1,100000,8.93,100000,9.5
T,10000,op8~CHI1,100000,3.27,100000,3.5
T,10000,op9~CHI1,100000,0.82,100000,0.89
T,10000,op10~CHI1,100000,0.15,100000,0.18
S,12000,Vol Update,0.1864865
T,12000,COLD~CHI1,100000,95.55,100000,95.55
T,12000,op1~CHI1,100000,15.75,100000,16.72
T,12000,op2~CHI1,100000,7.19,100000,7.64
T,12000,op3~CHI1,100000,1.87,100000,2.01
T,12000,op4~CHI1,100000,0.3,100000,0.34
T,12000,op5~CHI1,100000,0.02,100000,0.04
T,12000,op6~CHI1,100000,15.8,100000,16.78
T,12000,op7~CHI1,100000,7.29,100000,7.77
T,12000,op8~CHI1,100000,2.47,100000,2.64
T,12000,op9~CHI1,100000,0.51,100000,0.57
T,12000,op10~CHI1,100000,0.07,100000,0.09
S,14000,Vol Update,0.1837838
T,14000,COLD~CHI1,100000,96.12,100000,96.12
T,14000,op1~CHI1,100000,15.25,100000,16.25
T,14000,op2~CHI1,100000,7.29,100000,7.76
T,14000,op3~CHI1,100000,2.13,100000,2.27
T,14000,op4~CHI1,100000,0.33,100000,0.37
T,14000,op5~CHI1,100000,0.02,100000,0.04
T,14000,op6~CHI1,100000,14.43,100000,15.44
T,14000,op7~CHI1,100000,7.52,100000,8.02
T,14000,op8~CHI1,100000,2.69,100000,2.87
T,14000,op9~CHI1,100000,0.52,100000,0.57
T,14000,op10~CHI1,100000,0.08,100000,0.1
S,16000,Vol Update,0.1810811
T,16000,COLD~CHI1,100000,99.48,100000,99.48
T,16000,op1~CHI1,100000,19.93,100000,21.13
T,16000,op2~CHI1,100000,9.79,100000,10.43
T,16000,op3~CHI1,100000,3.44,100000,3.67
T,16000,op4~CHI1,100000,0.64,100000,0.7
T,16000,op5~CHI1,100000,0.06,100000,0.09
T,16000,op6~CHI1,100000,18.81,100000,20.02
T,16000,op7~CHI1,100000,10.34,100000,11.0
T,16000,op8~CHI1,100000,4.05,100000,4.31
T,16000,op9~CHI1,100000,0.97,100000,1.05
T,16000,op10~CHI1,100000,0.16,100000,0.19
S,18000,Vol Update,0.17837840000000002
T,18000,COLD~CHI1,100000,101.8,100000,101.8
T,18000,op1~CHI1,100000,21.62,100000,22.96
T,18000,op2~CHI1,100000,11.97,100000,12.73
T,18000,op3~CHI1,100000,4.62,100000,4.92
T,18000,op4~CHI1,100000,1.04,100000,1.13
T,18000,op5~CHI1,100000,0.12,100000,0.15
T,18000,op6~CHI1,100000,21.47,100000,22.82
T,18000,op7~CHI1,100000,11.34,100000,12.12
T,18000,op8~CHI1,100000,5.15,100000,5.48
T,18000,op9~CHI1,100000,1.48,100000,1.59
T,18000,op10~CHI1,100000,0.28,100000,0.32
S,20000,Vol Update,0.17567570000000002
T,20000,COLD~CHI1,100000,99.84,100000,99.84
T,20000,op1~CHI1,100000,19.48,100000,20.7
T,20000,op2~CHI1,100000,9.9,100000,10.55
T,20000,op3~CHI1,100000,3.54,100000,3.77
T,20000,op4~CHI1,100000,0.63,100000,0.69
T,20000,op5~CHI1,100000,0.06,100000,0.08
T,20000,op6~CHI1,100000,19.38,100000,20.61
T,20000,op7~CHI1,100000,10.35,100000,11.02
T,20000,op8~CHI1,100000,3.86,100000,4.13
T,20000,op9~CHI1,100000,0.96,100000,1.04
T,20000,op10~CHI1,100000,0.14,100000,0.17
S,22000,Vol Update,0.17297300000000002
T,22000,COLD~CHI1,100000,99.25,100000,99.25
T,22000,op1~CHI1,100000,18.9,100000,20.08
T,22000,op2~CHI1,100000,9.92,100000,10.54
T,22000,op3~CHI1,100000,2.93,100000,3.14
T,22000,op4~CHI1,100000,0.52,100000,0.57
T,22000,op5~CHI1,100000,0.04,100000,0.06
T,22000,op6~CHI1,100000,19.32,100000,20.52
T,22000,op7~CHI1,100000,9.92,100000,10.56
T,22000,op8~CHI1,100000,3.56,100000,3.8
T,22000,op9~CHI1,100000,0.74,100000,0.81
T,22000,op10~CHI1,100000,0.11,100000,0.14
S,24000,Vol Update,0.1702703
T,24000,COLD~CHI1,100000,100.23,100000,100.23
T,24000,op1~CHI1,100000,21.16,100000,22.4
T,24000,op2~CHI1,100000,10.42,100000,11.09
T,24000,op3~CHI1,100000,3.38,100000,3.62
T,24000,op4~CHI1,100000,0.61,100000,0.66
T,24000,op5~CHI1,100000,0.05,100000,0.08
T,24000,op6~CHI1,100000,19.78,100000,21.03
T,24000,op7~CHI1,100000,11.16,100000,11.84
T,24000,op8~CHI1,100000,4.03,100000,4.3
T,24000,op9~CHI1,100000,0.97,100000,1.05
T,24000,op10~CHI1,100000,0.13,100000,0.15
S,26000,Vol Update,0.1675676
T,26000,COLD~CHI1,100000,101.59,100000,101.59
T,26000,op1~CHI1,100000,21.41,100000,22.74
T,26000,op2~CHI1,100000,12.15,100000,12.89
T,26000,op3~CHI1,100000,4.13,100000,4.41
T,26000,op4~CHI1,100000,0.78,100000,0.85
T,26000,op5~CHI1,100000,0.06,100000,0.09
T,26000,op6~CHI1,100000,21.33,100000,22.66
T,26000,op7~CHI1,100000,12.36,100000,13.11
T,26000,op8~CHI1,100000,4.71,100000,5.02
T,26000,op9~CHI1,100000,1.15,100000,1.25
T,26000,op10~CHI1,100000,0.15,100000,0.18
S,28000,Vol Update,0.1648649
T,28000,COLD~CHI1,100000,99.62,100000,99.62
